age,ed,employ,address,income,debtinc,creddebt,othdebt,default
41,3,17,12,176,9.3,11.359392,5.008607999999999,1
27,1,10,6,31,17.299999999999997,1.3622019999999997,4.000798,0
40,1,15,14,55,5.5,0.8560749999999999,2.1689249999999998,0
41,1,15,14,120,2.9000000000000004,2.6587199999999998,0.8212800000000002,0
24,2,2,0,28,17.299999999999997,1.7874359999999998,3.056564,1
41,2,5,5,25,10.2,0.3927,2.1572999999999998,0
39,1,20,9,67,30.599999999999998,3.833874,16.668126,0
43,1,12,11,38,3.5999999999999996,0.12859199999999998,1.2394079999999998,0
24,1,3,4,19,24.4,1.3583479999999999,3.2776520000000002,1
36,1,0,13,25,19.7,2.7777,2.1473,0
27,1,0,1,16,1.7000000000000002,0.182512,0.08948800000000001,0
25,1,4,0,23,5.2,0.25235599999999997,0.9436439999999999,0
52,1,24,14,64,10,3.9296,2.4704,0
37,1,6,9,29,16.3,1.7159010000000001,3.011099,0
48,1,22,15,100,9.1,3.7037,5.3963,0
36,2,9,6,49,8.6,0.8175159999999999,3.3964839999999996,1
36,2,13,6,41,16.400000000000002,2.9182159999999997,3.8057840000000005,1
43,1,23,19,72,7.6,1.181952,4.290048,0
39,1,6,9,61,5.7,0.563274,2.9137260000000005,0
41,3,0,21,26,1.7000000000000002,0.09900800000000001,0.3429920000000001,0
39,1,22,3,52,3.2,1.154816,0.5091840000000001,0
47,1,17,21,43,5.6000000000000005,0.5875520000000001,1.8204479999999998,0
28,1,3,6,26,10,0.43160000000000004,2.1684,0
29,1,8,6,27,9.8,0.402192,2.243808,0
21,2,1,2,16,18,0.24192,2.63808,1
25,4,0,2,32,17.599999999999998,2.14016,3.49184,0
45,2,9,26,69,6.7,0.707319,3.915681,0
43,1,25,21,64,16.7,0.9512320000000001,9.736768000000001,0
33,2,12,8,58,18.4,3.0842080000000003,7.587792,0
26,3,2,1,37,14.2,0.20490599999999998,5.049093999999999,0
45,1,3,15,20,2.1,0.10500000000000001,0.31500000000000006,0
30,1,1,10,22,10.5,1.13883,1.17117,0
27,3,2,7,26,6,0.7222799999999999,0.8377200000000001,0
25,1,8,4,27,14.399999999999999,1.018656,2.869344,0
25,1,8,1,35,2.9000000000000004,0.07714000000000001,0.9378600000000001,0
26,2,6,7,45,26,6.048900000000001,5.6511000000000005,0
30,2,10,4,22,16.1,1.4097160000000002,2.1322840000000003,0
32,2,12,1,54,14.399999999999999,3.1959359999999997,4.580064,0
28,2,1,8,24,17.1,1.337904,2.766096,1
45,1,23,5,50,4.2,0.5586,1.5414,0
23,1,7,2,31,6.6000000000000005,0.33759000000000006,1.7084100000000002,0
34,1,17,3,59,8,1.80776,2.9122399999999997,0
42,2,7,23,41,4.6,0.9411139999999999,0.944886,0
39,1,19,5,48,13.100000000000001,1.9304160000000001,4.357584,0
26,1,0,0,14,7.5,0.30240000000000006,0.7476,1
21,2,0,1,16,6.800000000000001,0.150144,0.937856,0
35,1,13,15,35,4.5,0.43155,1.14345,0
47,1,4,2,26,10.4,0.12168,2.5823199999999997,0
23,2,0,2,21,11.4,0.775656,1.618344,1
35,1,18,2,42,7.3999999999999995,0.20512799999999998,2.9028719999999995,0
34,1,2,11,25,12.6,0.5732999999999999,2.5766999999999998,1
46,1,1,12,20,14.000000000000002,0.8092,1.9908000000000001,0
46,1,16,18,52,12.9,3.032016,3.675984,1
38,3,3,18,25,3.6999999999999997,0.311725,0.613275,0
40,2,3,2,28,9.5,0.55328,2.10672,0
37,1,1,3,24,15.1,1.8011279999999998,1.8228719999999998,1
35,1,9,1,34,5,0.39780000000000004,1.3022,0
39,2,16,13,69,2.4,1.061496,0.5945040000000001,0
40,3,18,6,100,2.5,1.485,1.015,0
50,3,10,20,80,12.2,2.47904,7.28096,0
31,1,9,10,28,2.4,0.047712000000000004,0.6242880000000001,0
29,1,13,1,42,7.3999999999999995,1.4576519999999997,1.650348,1
37,1,4,0,23,12.4,0.86986,1.9821399999999998,0
33,2,4,9,55,7.000000000000001,2.1598500000000005,1.69015,0
26,2,5,7,28,7.8,1.024296,1.159704,0
32,2,11,6,75,23.3,7.758900000000001,9.7161,1
28,2,2,3,23,6.4,0.186944,1.285056,1
39,1,19,8,46,9.1,2.515786,1.670214,0
28,2,8,3,31,8.200000000000001,1.4921540000000002,1.049846,1
29,1,1,2,20,18.6,0.56916,3.1508399999999996,1
34,2,3,8,21,23.1,1.401939,3.449061,0
28,2,5,9,34,23.799999999999997,3.0992359999999994,4.992763999999999,0
47,1,26,21,100,12.8,4.582400000000001,8.217600000000001,0
43,4,1,5,26,10.6,1.5185559999999998,1.237444,0
41,1,13,10,44,1.7000000000000002,0.07106,0.67694,0
47,1,13,25,51,23.799999999999997,3.738504,8.399496,0
24,1,2,1,21,0.6,0.025074000000000003,0.100926,0
29,1,1,9,17,6.7,0.157182,0.9818180000000001,0
33,1,14,2,37,2.6,0.19913399999999998,0.762866,0
36,1,15,10,39,3.2,0.6864,0.5616,0
26,1,4,3,27,10.5,2.47212,0.3628800000000001,1
31,1,11,12,45,17,2.7387,4.911300000000001,0
37,1,7,3,32,19.6,2.6969600000000002,3.57504,0
35,4,4,16,29,11,1.84382,1.34618,0
26,1,4,3,20,5.4,0.31860000000000005,0.7614000000000001,0
40,1,10,15,45,18.8,2.0134800000000004,6.4465200000000005,0
29,2,5,4,36,12.4,3.4908480000000006,0.9731519999999998,1
37,3,5,17,29,24.6,1.4053980000000001,5.728602,0
32,1,12,12,28,2.9000000000000004,0.11611600000000001,0.6958840000000001,0
23,2,0,1,17,27.700000000000003,2.0437060000000002,2.6652940000000003,1
32,1,3,10,23,6.2,0.052762,1.373238,0
25,1,1,6,15,11.4,0.37107,1.33893,1
38,1,5,5,54,10.6,1.4996880000000001,4.224312,0
32,2,0,6,18,5.800000000000001,0.29649600000000004,0.747504,1
41,3,2,0,15,26.3,1.960665,1.9843350000000002,1
36,1,17,6,54,4.3999999999999995,0.7270559999999999,1.648944,0
42,3,13,0,82,3.3000000000000003,1.315116,1.390884,0
41,1,14,8,52,7.3,0.9262239999999999,2.869776,0
29,2,4,9,19,6.3,0.6810930000000001,0.515907,0
38,3,4,6,31,9.3,1.3319459999999999,1.5510540000000002,1
39,1,22,9,113,2.6,0.9871679999999999,1.9508319999999997,0
36,1,6,9,26,8.3,0.030212,2.127788,0
33,1,8,7,27,5.800000000000001,0.776736,0.7892640000000001,0
42,2,21,11,121,3.1,1.365364,2.385636,0
41,2,22,17,75,23.599999999999998,9.8766,7.8233999999999995,0
40,1,8,17,28,3.5999999999999996,0.53424,0.47375999999999996,0
53,1,9,18,50,11.200000000000001,2.016,3.5840000000000005,1
28,1,4,7,26,13.5,1.29519,2.21481,0
36,2,12,13,60,7.9,1.72062,3.01938,0
34,2,9,13,45,10.100000000000001,1.11807,3.42693,0
45,3,2,5,39,4.9,0.45864,1.45236,0
38,1,6,0,41,8.9,0.26637700000000003,3.382623,0
21,3,0,2,24,7.7,0.833448,1.014552,0
42,1,12,11,51,21.4,2.411994,8.502006,0
52,1,16,25,64,8.6,1.8658559999999997,3.6381439999999996,0
25,2,4,6,33,5.2,0.552552,1.1634479999999998,0
34,2,9,9,65,6.2,2.10769,1.9223100000000004,0
40,2,15,16,73,3.4000000000000004,1.032512,1.449488,0
31,2,0,4,27,12.8,1.08864,2.3673599999999997,1
25,1,1,0,20,6.7,0.47168,0.8683200000000001,1
45,1,12,19,37,9.5,1.34273,2.17227,0
23,1,3,0,19,8.4,0.2793,1.3167,1
34,4,6,3,27,35.3,1.9824479999999998,7.548551999999999,1
31,1,2,4,22,12.7,1.092454,1.701546,1
28,1,5,9,22,2.8000000000000003,0.14044800000000002,0.475552,0
41,1,7,11,43,4.3999999999999995,0.6943639999999999,1.1976360000000001,0
39,2,7,2,68,13,1.0166,7.8233999999999995,1
29,2,9,3,36,1.4000000000000001,0.12700799999999998,0.376992,0
21,1,5,1,25,9,0.36675,1.8832499999999999,0
41,2,19,2,68,5.800000000000001,1.5066080000000002,2.437392,0
26,4,1,7,27,2.9000000000000004,0.311634,0.471366,0
33,1,5,10,18,12.9,0.9845280000000001,1.337472,0
45,2,18,19,35,17.4,0.5481,5.5419,0
39,1,17,20,60,13.700000000000001,2.4495600000000004,5.770440000000001,0
24,1,7,2,21,6.3,0.5199389999999999,0.803061,0
29,2,6,7,57,2.1999999999999997,0.45269400000000004,0.801306,0
27,2,1,0,23,12.4,0.2852,2.5667999999999997,0
40,1,13,2,28,5.8999999999999995,0.964768,0.687232,0
29,1,8,10,24,6.7,0.469536,1.1384640000000001,0
29,2,4,3,37,6.6000000000000005,1.15995,1.2820500000000001,1
24,1,0,2,16,16,1.00864,1.55136,1
27,1,9,6,45,17.8,2.85156,5.15844,1
41,3,16,22,135,4.3999999999999995,1.2771,4.6629,0
31,1,11,8,25,9.1,0.14104999999999998,2.13395,0
41,1,16,17,68,5.4,0.44798400000000005,3.224016,0
42,2,5,3,41,3.4000000000000004,0.35547,1.0385300000000002,0
28,4,1,3,26,12.4,0.37720800000000004,2.846792,0
30,4,2,8,25,10,1.77,0.73,0
30,1,11,1,33,8.4,0.6819120000000001,2.090088,0
31,1,8,4,44,8,1.72128,1.79872,0
45,2,15,14,51,18.099999999999998,1.550808,7.680192,0
43,1,13,23,76,6.1,2.151104,2.484896,1
36,1,4,10,23,16.3,1.327146,2.421854,0
28,1,8,6,30,7.199999999999999,0.61344,1.5465599999999997,0
27,2,3,5,33,13.200000000000001,1.6335,2.7225,0
36,3,13,3,39,19.2,2.8005120000000003,4.687488,0
33,1,12,11,32,11.3,2.104512,1.511488,0
54,1,9,2,28,14.799999999999999,1.558144,2.585856,1
33,1,9,4,29,13.8,1.3486740000000002,2.6533260000000007,1
31,1,9,5,26,4.5,0.31004999999999994,0.85995,0
21,1,4,0,26,8.9,1.420796,0.8932040000000001,0
28,3,5,9,44,8.7,0.7732559999999999,3.054744,0
31,2,2,1,26,6.800000000000001,0.2828800000000001,1.4851200000000002,1
32,1,8,6,26,4.1000000000000005,0.32619600000000004,0.739804,0
35,2,1,8,24,12.5,0.591,2.409,1
40,2,13,11,102,18.9,6.226794,13.051205999999999,1
22,1,4,2,24,15.6,1.636128,2.1078719999999995,1
39,1,4,9,38,6.5,1.17819,1.2918100000000001,0
41,4,14,3,44,1.7000000000000002,0.353056,0.394944,0
34,1,16,9,79,4,1.7348400000000002,1.42516,0
29,1,7,9,22,9.700000000000001,0.550572,1.583428,0
31,1,4,10,28,11.3,0.291088,2.8729120000000004,0
32,1,1,0,20,4.8,0.31488,0.6451199999999999,1
32,1,14,7,73,8.799999999999999,3.7516159999999994,2.672384,0
33,1,6,14,21,7.5,0.567,1.008,0
26,1,6,0,22,10.299999999999999,0.720588,1.545412,0
21,1,1,1,18,17.299999999999997,0.15881399999999998,2.955186,0
28,2,7,2,34,7.000000000000001,0.35938000000000003,2.02062,0
37,1,13,5,24,8.9,0.6023520000000001,1.533648,0
33,2,2,14,35,22.900000000000002,2.123975,5.891025000000001,1
39,1,12,10,46,5,0.5612,1.7388000000000003,0
40,2,8,19,57,5.6000000000000005,0.8778,2.3142,0
45,3,16,21,80,3,0.912,1.488,0
27,1,10,6,34,6.5,0.85085,1.35915,0
28,4,0,7,29,24.2,1.424654,5.5933459999999995,0
39,1,13,9,27,8,0.96552,1.19448,0
40,1,14,21,43,15,2.79285,3.65715,1
27,1,11,8,56,16.900000000000002,4.63736,4.82664,0
36,1,1,4,16,9.3,0.433008,1.054992,0
55,1,19,2,78,15.6,4.404815999999999,7.763184,0
27,2,4,3,22,13.200000000000001,1.086096,1.817904,1
30,1,1,8,17,11,0.74613,1.1238700000000001,0
36,1,10,0,28,11.200000000000001,0.81536,2.32064,1
31,1,1,6,21,2.5,0.2772,0.24780000000000002,1
33,2,13,2,40,7.199999999999999,0.18144,2.69856,0
30,1,4,0,33,4.2,0.5003460000000001,0.885654,0
24,1,1,0,18,5.8999999999999995,0.23894999999999997,0.8230499999999998,1
33,4,9,10,28,4.3,0.37685199999999996,0.827148,0
50,1,8,27,47,6.9,0.39888900000000005,2.8441110000000003,0
31,2,6,6,32,23.1,3.341184,4.050816,1
28,1,3,7,19,4.1000000000000005,0.26096500000000006,0.518035,0
44,3,8,10,88,6.1,0.28450400000000003,5.083496,1
48,4,3,23,45,9.8,0.97461,3.43539,0
36,2,0,17,30,9.700000000000001,0.32883000000000007,2.58117,0
29,3,7,1,63,5.5,0.571725,2.893275,0
40,3,17,11,116,6,2.56128,4.39872,0
33,1,7,6,26,6,0.54288,1.01712,0
26,2,6,6,30,1,0.1437,0.1563,0
36,1,14,11,81,7.199999999999999,1.784592,4.047408,0
26,2,6,0,35,1.9,0.08578500000000001,0.579215,0
40,3,16,6,116,12.1,1.61414,12.421859999999999,0
44,1,5,3,48,9,1.9699200000000001,2.35008,1
29,3,1,10,30,4.5,0.27945,1.07055,0
35,3,5,3,37,5.4,0.581418,1.416582,1
34,1,16,3,75,10.4,3.9546,3.8453999999999997,0
34,3,12,8,47,6.7,1.300537,1.848463,0
46,1,14,25,35,10.2,1.34946,2.2205399999999997,0
41,2,21,22,145,12.2,3.2372700000000005,14.45273,0
27,2,7,8,30,4,0.44759999999999994,0.7524,1
27,4,0,6,70,8,1.6184,3.9816000000000003,1
28,1,11,6,24,2.4,0.10713600000000001,0.46886400000000006,0
48,3,0,27,19,10.8,0.8495280000000001,1.202472,0
48,3,17,26,113,12,3.3764399999999997,10.18356,0
29,3,5,6,70,19.900000000000002,3.1760400000000004,10.753960000000001,1
43,2,9,5,60,20.4,4.039199999999999,8.2008,1
23,1,5,2,17,7.9,0.302175,1.040825,0
29,2,10,8,44,18.099999999999998,3.7032599999999998,4.26074,0
40,4,5,6,75,1.9,0.8849250000000001,0.540075,0
22,2,0,3,20,5.6000000000000005,0.20720000000000002,0.9128000000000001,0
23,1,7,3,22,14.399999999999999,0.8490239999999999,2.3189759999999997,0
46,3,9,10,60,15.299999999999999,1.6065,7.573499999999999,0
55,1,3,11,40,8,0.5632,2.6368,1
38,2,8,16,38,0.6,0.029412000000000004,0.19858800000000001,0
35,2,5,1,33,2.8000000000000003,0.103488,0.820512,0
30,1,11,9,27,0.8999999999999999,0.073872,0.169128,0
24,1,7,0,18,6.5,0.5265,0.6435,0
26,2,4,3,28,9.5,0.22610000000000002,2.4339,0
32,2,2,11,15,9.1,0.118755,1.246245,1
37,2,11,4,75,3.5000000000000004,0.6326250000000001,1.9923750000000005,0
39,1,6,19,42,19.900000000000002,2.5408320000000004,5.817168000000001,1
30,2,4,4,21,18.3,0.491904,3.351096,0
30,1,10,11,39,9.5,2.0562750000000003,1.6487249999999998,0
32,2,7,10,32,4.3,0.43343999999999994,0.94256,0
54,3,21,20,118,14.399999999999999,9.600479999999997,7.39152,0
27,3,3,4,35,13.3,1.60132,3.05368,0
31,1,12,4,31,23.7,2.0571599999999997,5.28984,0
39,1,15,16,39,1.7999999999999998,0.139698,0.562302,0
31,1,5,3,25,14.099999999999998,1.17735,2.34765,0
35,1,15,11,40,18.5,1.2136000000000002,6.1864,0
35,2,10,16,98,13.3,4.874716,8.159284,0
46,2,22,17,144,11.1,3.324672,12.659328,0
33,1,13,3,52,21.3,2.71362,8.36238,1
35,2,13,3,105,1.9,1.418445,0.5765549999999999,0
35,2,1,1,21,7.9,0.369957,1.289043,0
38,1,5,13,21,9,0.44982,1.4401799999999998,0
41,1,19,1,96,7.8,2.253888,5.234112,0
38,1,18,19,44,4.5,0.60588,1.37412,0
34,3,2,14,39,13.200000000000001,1.1428560000000003,4.0051440000000005,0
51,3,16,25,82,4.3999999999999995,2.6049759999999997,1.003024,0
34,2,10,2,33,9.5,0.573705,2.5612950000000003,0
47,1,15,1,30,24.5,2.21235,5.13765,0
34,2,8,6,78,5.4,2.156544,2.055456,0
27,2,8,7,18,11.899999999999999,0.40055399999999997,1.7414459999999998,0
52,1,9,11,24,19.2,0.8017920000000002,3.8062080000000003,1
39,1,9,6,35,5,0.23275,1.51725,0
33,1,7,0,22,6.4,0.630784,0.7772159999999999,0
34,1,0,1,21,7.199999999999999,0.18748799999999996,1.324512,0
31,3,9,7,59,14.6,3.1096539999999995,5.504346,1
28,1,2,9,16,15.2,0.870656,1.561344,0
39,1,19,16,45,3.6999999999999997,0.9157499999999998,0.74925,0
51,2,22,23,120,7.6,4.140479999999999,4.97952,0
22,1,4,1,16,1.2,0.08448,0.10752,0
27,3,6,4,26,10.4,0.9301759999999999,1.7738239999999998,0
32,1,16,10,38,21,0.69426,7.28574,0
28,2,6,7,38,7.199999999999999,0.7742879999999999,1.961712,0
27,2,1,0,20,10.299999999999999,0.37698000000000004,1.68302,1
26,2,2,6,24,13.600000000000001,1.5765120000000001,1.687488,1
32,1,14,0,36,2.4,0.273024,0.590976,0
30,1,0,11,17,3.6999999999999997,0.44659,0.18241000000000002,1
39,1,13,1,38,8.9,1.8973019999999998,1.4846979999999999,0
31,1,11,6,28,4.8,0.345408,0.9985920000000001,1
34,1,15,2,39,24.7,4.373381999999999,5.259618,1
31,1,8,3,41,12.6,0.134316,5.031684,0
29,2,1,7,25,10.4,0.5694,2.0306,0
29,1,9,0,25,13.900000000000002,1.0703000000000003,2.4047,0
35,2,9,16,30,7.6,0.6497999999999999,1.6301999999999999,0
29,1,11,7,32,6,0.92736,0.99264,0
38,2,2,16,22,22.7,1.208548,3.785452,1
35,1,16,15,36,3.4000000000000004,0.17870400000000003,1.0452960000000002,0
29,1,11,5,36,6.1,0.7093079999999998,1.486692,0
23,2,3,4,34,4.3999999999999995,0.26180000000000003,1.2342,0
33,4,9,8,32,5.5,0.49632,1.26368,0
51,2,19,25,159,2.8000000000000003,1.06848,3.38352,0
24,1,4,2,21,2.6,0.09937199999999999,0.4466279999999999,0
31,1,10,12,49,9.8,3.2365480000000004,1.565452,1
45,1,10,14,52,5.4,0.932256,1.8757439999999999,0
29,1,3,1,17,9,0.46971,1.06029,0
34,1,0,10,20,17.1,2.0485800000000003,1.37142,0
25,2,4,5,27,5,0.54945,0.8005500000000001,1
37,1,20,2,56,1.9,0.54264,0.52136,0
47,1,29,18,129,25.3,20.561310000000002,12.075689999999998,1
43,2,6,24,54,9.6,0.6220800000000001,4.56192,0
47,1,22,19,81,5.5,1.50579,2.94921,0
24,1,6,2,21,5.2,0.108108,0.9838919999999999,0
27,3,5,1,75,6.3,2.206575,2.5184249999999997,0
25,1,9,4,18,1.2,0.06588,0.15012,0
36,3,11,12,44,14.7,0.44629199999999997,6.021708,0
39,1,16,20,57,19.400000000000002,1.559178,9.498822,0
26,1,10,1,25,7.1,1.3063999999999998,0.4686000000000001,0
41,1,4,19,25,10.100000000000001,1.0605000000000002,1.4645000000000001,0
39,1,19,15,60,27.1,9.5934,6.666600000000001,1
37,1,18,8,54,12.1,4.593402,1.9405979999999996,0
29,1,2,0,14,14.399999999999999,0.586656,1.429344,1
42,1,6,9,31,11.600000000000001,1.02486,2.5711399999999998,0
31,4,1,6,29,11.1,1.0654890000000001,2.153511,0
36,1,4,15,17,17.299999999999997,0.520557,2.4204429999999997,0
39,1,16,4,52,20,4.16,6.24,0
23,4,0,2,23,6.7,0.46846400000000005,1.0725360000000002,0
39,1,4,15,33,7.000000000000001,0.39732,1.91268,0
27,3,4,1,40,3.1,0.28396,0.95604,1
24,1,8,4,24,5,0.3816000000000001,0.8184,0
27,3,3,4,45,11,0.29205000000000003,4.6579500000000005,1
41,1,16,22,49,1.6,0.43119999999999997,0.35280000000000006,0
38,1,0,8,23,8.1,0.897966,0.965034,1
40,2,5,12,35,16.400000000000002,1.58424,4.15576,1
54,1,25,12,120,26.5,14.596200000000001,17.2038,1
40,1,12,6,89,17.4,2.771994,12.714006,0
40,1,2,4,32,3.6999999999999997,0.853664,0.33033599999999996,0
29,1,1,8,31,8,0.15624000000000002,2.32376,0
30,1,8,6,23,12,0.76176,1.9982399999999998,0
29,1,1,1,18,1.0999999999999999,0.029897999999999997,0.16810199999999997,0
29,3,3,3,50,2.4,0.2592,0.9408,1
28,4,2,4,41,2.5,0.45920000000000005,0.5658000000000001,1
28,4,0,5,38,10.4,0.6362720000000001,3.315728,0
39,2,16,9,89,14.299999999999999,5.001710999999999,7.725288999999999,0
32,1,11,2,53,3.3000000000000003,0.08919900000000001,1.659801,0
36,2,7,16,43,15.4,2.6488,3.9732,0
39,1,20,12,39,8.200000000000001,0.7739159999999999,2.424084,0
28,3,6,8,47,19.8,5.574294000000001,3.731706,1
28,1,4,2,28,14.2,0.43735999999999997,3.5386399999999996,1
46,1,6,19,31,12.2,1.98555,1.79645,0
30,2,4,8,15,6.5,0.35002500000000003,0.6249750000000001,0
39,2,15,19,32,4.9,0.42179200000000006,1.1462080000000001,0
40,3,5,3,220,16,8.166400000000001,27.0336,1
44,2,18,4,74,13.4,4.5216959999999995,5.394304000000001,0
30,1,0,8,19,16.6,0.624492,2.5295080000000003,1
24,2,3,0,19,4.3,0.35866299999999995,0.458337,0
32,1,10,13,32,11.3,1.1679680000000001,2.448032,0
29,2,3,8,15,2.6,0.14664,0.24335999999999997,0
40,2,2,1,36,3.8,0.27770399999999995,1.090296,0
41,2,8,21,43,0.7000000000000001,0.085785,0.215215,0
22,1,1,3,17,18.6,0.80631,2.35569,0
38,1,10,8,34,1.2,0.036312000000000004,0.371688,0
37,2,6,13,62,8.5,1.18575,4.084250000000001,0
41,3,18,6,71,15.7,6.565583,4.581417,1
41,3,7,6,56,14.499999999999998,0.37351999999999996,7.746479999999999,1
39,1,2,15,22,23.1,1.915914,3.166086,1
24,2,0,2,15,16.1,0.321195,2.093805,1
32,3,9,10,51,23,2.68617,9.04383,0
21,3,0,1,26,7.7,1.5295279999999998,0.472472,0
29,1,13,7,27,2.3,0.06893099999999999,0.552069,0
35,2,14,3,82,0.8,0.468384,0.187616,0
29,1,6,7,21,18.099999999999998,1.1098919999999999,2.691108,0
41,2,2,22,30,6.7,0.11256000000000002,1.8974400000000002,0
37,1,0,18,18,12.9,1.583604,0.738396,1
32,2,3,13,47,1.9,0.42863999999999997,0.46436000000000005,0
36,5,5,12,20,8.1,0.729,0.8910000000000001,0
39,2,18,9,44,2.1,0.367752,0.5562480000000001,0
36,1,18,9,67,11.200000000000001,5.245296000000001,2.258704,0
46,3,22,4,99,2.3,0.826551,1.450449,0
34,1,13,11,51,9.6,1.875168,3.020832,0
27,1,7,4,26,9.1,0.641186,1.724814,0
43,1,8,11,45,3.3000000000000003,0.6771600000000001,0.80784,0
33,1,14,8,72,41.3,15.01668,14.719319999999998,1
39,2,20,17,101,1.4000000000000001,0.340774,1.073226,0
29,1,1,4,17,2.5,0.13175,0.29325,0
34,4,7,15,40,6.4,0.9497599999999999,1.6102400000000001,0
26,1,1,0,21,4.9,0.6081390000000001,0.42086100000000004,0
31,1,15,2,60,4.8,0.80352,2.07648,0
26,1,10,6,24,2.7,0.31104000000000004,0.33696,0
28,1,12,7,45,7.7,1.853775,1.611225,0
48,1,13,20,50,30.8,6.1138,9.286200000000001,1
39,2,2,12,46,16,4.00384,3.35616,1
37,1,3,3,25,3.6999999999999997,0.27564999999999995,0.64935,0
52,5,9,0,70,9.4,1.3291600000000001,5.25084,1
48,1,3,11,27,21.3,1.403244,4.3477559999999995,0
26,1,7,3,22,5.1,0.208692,0.9133079999999999,0
46,5,15,0,126,3.1,0.47653200000000007,3.429468,0
31,1,7,10,23,4.9,0.22540000000000002,0.9016,0
34,1,13,8,56,6.1,0.8642479999999999,2.551752,0
40,1,22,4,95,3.5999999999999996,0.6326999999999999,2.7873,0
24,3,2,5,16,6.4,0.270336,0.753664,1
33,1,2,14,44,3.1,0.5251399999999999,0.8388599999999999,0
53,4,5,29,78,17.299999999999997,6.935916,6.558084,1
47,3,9,1,52,20.1,2.5398359999999998,7.912164000000001,1
35,1,5,5,32,13,0.17472,3.9852800000000004,0
34,1,14,8,28,17,1.1376400000000002,3.6223600000000005,0
49,1,11,5,39,10.100000000000001,2.457936,1.481064,0
26,2,0,7,28,9.3,1.2707519999999999,1.3332480000000002,0
23,1,2,2,16,9.6,0.804864,0.731136,1
23,2,0,4,21,8.7,0.454923,1.372077,0
38,2,4,13,56,1.6,0.441728,0.454272,0
28,2,5,2,37,8.3,1.1239860000000002,1.947014,0
30,3,0,8,65,29.7,3.89961,15.40539,1
34,1,18,10,34,15.4,2.099636,3.136364,0
50,2,16,14,71,11.1,1.6628910000000001,6.218109,0
29,1,12,2,40,6.7,1.63212,1.0478800000000001,0
42,3,0,9,64,6.6000000000000005,0.278784,3.9452160000000003,0
31,1,13,12,27,5,0.23760000000000003,1.1124,0
39,1,10,4,31,4.8,0.184512,1.303488,0
45,2,21,26,132,3,2.55816,1.40184,0
45,1,22,24,91,11.700000000000001,1.256346,9.390654,0
36,1,14,17,53,5.7,1.888125,1.1328749999999999,0
25,4,0,6,24,12.1,1.5972,1.3068,1
29,2,1,7,29,21.2,2.330092,3.8179079999999996,1
30,2,8,4,56,6.4,0.333312,3.2506880000000002,0
31,1,1,1,24,4.5,0.21708000000000002,0.86292,0
43,1,4,2,29,4.6,0.05336,1.28064,0
32,2,11,4,57,23.799999999999997,5.439965999999999,8.126034,1
47,1,19,7,50,30.099999999999998,3.17555,11.87445,0
46,1,1,15,21,14.799999999999999,1.3768439999999997,1.731156,1
43,2,16,10,83,4.1000000000000005,0.25862799999999997,3.144372,0
48,1,3,7,24,7.000000000000001,0.7644000000000001,0.9156000000000001,0
30,3,8,7,61,2.8000000000000003,0.549976,1.158024,0
23,4,0,4,32,18.4,0.818432,5.069568,1
